Data;dax;spx;nkx;dey10;jpy10;usy10;eurjpy;eurusd;usdjpy
17.05.2021;15386.58;4163.29;27824.83;-0.1155;0.074;1.652;132.722;1.21529;109.21
18.05.2021;15113.56;4127.83;28406.84;-0.1065;0.074;1.64;133.125;1.22247;108.899
19.05.2021;15370.26;4115.68;28044.45;-0.111;0.076;1.674;132.96;1.21765;109.193
20.05.2021;15437.51;4159.12;28098.25;-0.1095;0.079;1.628;133.031;1.22296;108.778
21.05.2021;15465.09;4155.86;28317.83;-0.1305;0.079;1.623;132.717;1.21868;108.902
25.05.2021;15450.72;4188.13;28553.98;-0.168;0.069;1.56;133.243;1.225;108.7695
26.05.2021;15406.73;4195.99;28642.19;-0.2065;0.069;1.579;133.083;1.21944;109.135
27.05.2021;15519.98;4200.88;28549.01;-0.172;0.069;1.61;133.929;1.21949;109.823
28.05.2021;15567.36;4204.11;29149.41;-0.1865;0.08;1.581;133.939;1.21947;109.834
01.06.2021;15602.71;4202.04;28814.34;-0.179;0.074;1.606;133.712;1.22143;109.471
02.06.2021;15632.67;4208.12;28946.14;-0.1995;0.075;1.589;133.798;1.22119;109.563
03.06.2021;15692.9;4192.85;29058.11;-0.1845;0.079;1.625;133.762;1.21273;110.299
04.06.2021;15677.15;4229.89;28941.52;-0.2135;0.079;1.557;133.234;1.21688;109.488
07.06.2021;15640.6;4226.52;29019.24;-0.1995;0.074;1.57;133.203;1.21918;109.256
08.06.2021;15581.14;4227.26;28963.56;-0.226;0.071;1.536;133.291;1.21731;109.496
09.06.2021;15571.22;4219.55;28860.8;-0.245;0.064;1.492;133.512;1.21789;109.625
10.06.2021;15693.27;4239.18;28958.56;-0.2565;0.044;1.435;133.123;1.21741;109.35
11.06.2021;15673.64;4247.44;28948.73;-0.2735;0.029;1.454;132.783;1.21091;109.6565
14.06.2021;15729.52;4255.15;29161.8;-0.252;0.034;1.497;133.411;1.21201;110.075
15.06.2021;15710.57;4246.59;29441.3;-0.2345;0.045;1.494;133.485;1.21292;110.053
16.06.2021;15727.67;4223.7;29291.01;-0.2505;0.046;1.579;132.713;1.19938;110.651
17.06.2021;15448.04;4221.86;29018.33;-0.199;0.059;1.514;131.28;1.19063;110.261
18.06.2021;15603.24;4166.45;28964.08;-0.2025;0.055;1.443;130.738;1.18682;110.1585
21.06.2021;15636.33;4224.79;28010.93;-0.173;0.041;1.492;131.468;1.19189;110.302
22.06.2021;15456.39;4246.44;28884.13;-0.1625;0.048;1.467;132.124;1.19399;110.658
23.06.2021;15589.23;4241.84;28874.89;-0.1785;0.051;1.487;132.377;1.19279;110.981
24.06.2021;15607.97;4266.49;28875.23;-0.189;0.051;1.497;132.249;1.19308;110.847
25.06.2021;15554.18;4280.7;29066.18;-0.1555;0.045;1.526;132.266;1.19414;110.762
28.06.2021;15690.59;4290.61;29048.02;-0.192;0.054;1.48;131.929;1.19271;110.613
29.06.2021;15531.04;4291.8;28812.61;-0.1715;0.062;1.473;131.586;1.19018;110.56
30.06.2021;15603.81;4297.5;28791.53;-0.2095;0.055;1.47;131.75;1.1859;111.097
01.07.2021;15650.09;4319.94;28707.04;-0.2035;0.034;1.459;132.167;1.18497;111.536
02.07.2021;15511.38;4352.34;28783.28;-0.2365;0.043;1.431;131.738;1.18657;111.025
06.07.2021;15692.71;4343.54;28643.21;-0.268;0.037;1.35;130.785;1.18219;110.63
07.07.2021;15420.64;4358.13;28366.95;-0.2995;0.029;1.321;130.482;1.17939;110.636
08.07.2021;15687.93;4320.82;28118.03;-0.3075;0.025;1.294;130.007;1.18449;109.758
09.07.2021;15790.51;4369.55;27940.42;-0.2935;0.025;1.361;130.813;1.18795;110.117
12.07.2021;15789.64;4384.63;28569.02;-0.2965;0.024;1.368;130.898;1.1862;110.351
13.07.2021;15788.98;4369.21;28718.24;-0.2955;0.02;1.42;130.291;1.1778;110.622
14.07.2021;15629.66;4374.3;28608.49;-0.3205;0.009;1.349;130.163;1.18368;109.964
15.07.2021;15540.31;4360.03;28279.09;-0.3345;0.012;1.301;129.75;1.18129;109.837
16.07.2021;15133.2;4327.16;28003.08;-0.3535;0.02;1.3;129.911;1.18043;110.054
19.07.2021;15216.27;4258.49;27652.74;-0.387;0.015;1.195;129.157;1.17973;109.4785
20.07.2021;15422.5;4323.06;27388.16;-0.4115;0.007;1.225;129.446;1.17817;109.87
21.07.2021;15618.98;4358.69;27548;-0.391;0.02;1.292;130.105;1.17967;110.289
26.07.2021;15519.13;4422.3;27833.29;-0.4185;0.006;1.295;130.282;1.18027;110.383
27.07.2021;15570.36;4401.46;27970.22;-0.4435;0.014;1.241;129.733;1.18183;109.774
28.07.2021;15640.47;4400.64;27581.66;-0.4505;0.019;1.234;130.226;1.18452;109.939
29.07.2021;15544.39;4419.15;27782.42;-0.4505;0.014;1.271;130.159;1.18886;109.482
30.07.2021;15568.73;4395.26;27283.59;-0.4615;0.013;1.226;130.133;1.18611;109.714
02.08.2021;15555.08;4387.16;27781.02;-0.4875;0.005;1.179;129.789;1.18725;109.319
03.08.2021;15692.13;4423.15;27641.83;-0.4825;0.005;1.172;129.373;1.18634;109.052
04.08.2021;15744.67;4402.66;27584.08;-0.5015;0.008;1.182;129.588;1.18364;109.4805
05.08.2021;15761.45;4429.1;27728.12;-0.5015;0.004;1.225;129.902;1.18345;109.7675
06.08.2021;15770.71;4436.52;27820.04;-0.457;0.024;1.3;129.612;1.17586;110.2275
10.08.2021;15826.09;4436.75;27888.15;-0.457;0.026;1.352;129.585;1.17205;110.563
11.08.2021;15937.51;4442.41;28070.51;-0.4655;0.025;1.335;129.655;1.17409;110.43
12.08.2021;15977.44;4460.83;28015.02;-0.461;0.019;1.361;129.544;1.17314;110.425
13.08.2021;15925.73;4468;27977.15;-0.469;0.013;1.282;129.25;1.17973;109.559
16.08.2021;15921.95;4479.71;27523.19;-0.47;0.019;1.268;128.705;1.17774;109.281
17.08.2021;15965.97;4448.08;27424.47;-0.472;0.006;1.267;128.327;1.17111;109.577
18.08.2021;15765.81;4400.27;27585.91;-0.4825;0.019;1.26;128.571;1.171;109.796
19.08.2021;15808.04;4405.8;27281.17;-0.4915;0.02;1.243;128.179;1.1678;109.761
20.08.2021;15852.79;4441.67;27013.25;-0.4965;0.005;1.255;128.456;1.17021;109.772
23.08.2021;15905.85;4479.53;27494.24;-0.482;0.014;1.255;128.835;1.17462;109.682
24.08.2021;15860.66;4486.23;27732.1;-0.479;0.015;1.297;128.907;1.17564;109.648
25.08.2021;15793.62;4496.19;27724.8;-0.4225;0.014;1.349;129.494;1.17709;110.012
26.08.2021;15851.75;4470;27742.29;-0.409;0.014;1.351;129.369;1.17544;110.061
27.08.2021;15887.31;4509.37;27641.14;-0.4245;0.02;1.31;129.556;1.17964;109.827
30.08.2021;15835.09;4528.79;27789.29;-0.44;0.017;1.282;129.667;1.17982;109.9015
31.08.2021;15824.29;4522.68;28089.54;-0.3845;0.019;1.31;129.902;1.18094;110.007
01.09.2021;15840.59;4524.09;28451.02;-0.3745;0.025;1.297;130.263;1.18399;110.0245
02.09.2021;15781.2;4536.95;28543.51;-0.386;0.029;1.287;130.55;1.18757;109.9425
03.09.2021;15843.09;4535.43;29128.11;-0.3625;0.034;1.326;130.32;1.18803;109.6945
07.09.2021;15610.28;4520.03;29916.14;-0.324;0.034;1.375;130.618;1.18441;110.273
08.09.2021;15623.15;4514.07;30181.21;-0.3235;0.039;1.338;130.333;1.18176;110.2835
09.09.2021;15609.81;4493.28;30008.19;-0.362;0.035;1.299;129.771;1.18256;109.7425
10.09.2021;15701.42;4458.58;30381.84;-0.3305;0.039;1.343;129.785;1.18126;109.8695
13.09.2021;15722.99;4468.73;30447.37;-0.3315;0.04;1.327;129.926;1.18112;110.005
14.09.2021;15616;4443.05;30670.1;-0.3405;0.043;1.284;129.523;1.1806;109.7035
15.09.2021;15651.75;4480.7;30511.71;-0.307;0.032;1.304;129.227;1.18161;109.3645
16.09.2021;15490.17;4473.75;30323.34;-0.3025;0.039;1.336;129.135;1.17685;109.7255
17.09.2021;15348.53;4432.99;30500.05;-0.286;0.045;1.363;128.956;1.17305;109.9325
21.09.2021;15506.74;4354.19;29839.71;-0.3185;0.039;1.326;128.071;1.17259;109.226
22.09.2021;15531.75;4395.64;29639.4;-0.3265;0.033;1.302;128.382;1.16933;109.791
24.09.2021;15573.88;4455.48;30248.81;-0.2285;0.056;1.454;129.76;1.17168;110.7475
27.09.2021;15248.56;4443.11;30240.06;-0.2245;0.057;1.489;129.828;1.16986;110.984
28.09.2021;15365.27;4352.63;30183.96;-0.2005;0.074;1.546;130.292;1.16846;111.51
29.09.2021;15260.69;4359.46;29544.29;-0.2135;0.064;1.518;129.846;1.15975;111.9625
30.09.2021;15156.44;4307.54;29452.66;-0.2005;0.06;1.489;128.897;1.15822;111.2945
01.10.2021;15036.55;4357.04;28771.07;-0.2265;0.05;1.463;128.771;1.15983;111.026
04.10.2021;15194.49;4300.46;28444.89;-0.216;0.047;1.481;128.88;1.16196;110.9155
05.10.2021;14973.33;4345.72;27822.12;-0.1885;0.059;1.529;129.277;1.15968;111.477
06.10.2021;15250.86;4363.55;27528.87;-0.1825;0.074;1.522;128.746;1.15549;111.421
07.10.2021;15206.13;4399.76;27678.21;-0.1865;0.068;1.575;128.998;1.15566;111.6235
08.10.2021;15146.87;4391.34;28048.94;-0.151;0.079;1.615;129.843;1.15713;112.212
12.10.2021;15249.38;4350.65;28230.61;-0.0855;0.092;1.572;131.004;1.1531;113.611
13.10.2021;15462.72;4363.8;28140.28;-0.1245;0.086;1.538;131.36;1.15984;113.2575
14.10.2021;15587.36;4438.26;28550.93;-0.1875;0.079;1.514;131.843;1.15985;113.6725
15.10.2021;15474.47;4471.37;29068.63;-0.168;0.074;1.574;132.519;1.16032;114.209
18.10.2021;15515.83;4486.46;29025.46;-0.1495;0.089;1.604;132.732;1.16106;114.319
19.10.2021;15522.92;4519.63;29215.52;-0.1045;0.087;1.641;133.037;1.16314;114.3775
20.10.2021;15472.56;4536.19;29255.55;-0.126;0.089;1.658;133.202;1.16493;114.343
21.10.2021;15542.98;4549.78;28708.58;-0.1025;0.084;1.705;132.543;1.16257;114.008
22.10.2021;15599.23;4544.9;28804.85;-0.1095;0.095;1.636;132.083;1.16432;113.442
25.10.2021;15757.06;4566.48;28600.41;-0.1155;0.094;1.633;132.035;1.16117;113.7085
26.10.2021;15705.81;4574.79;29106.01;-0.1215;0.102;1.61;132.341;1.15932;114.1535
27.10.2021;15696.33;4551.68;29098.24;-0.1795;0.086;1.552;132.058;1.16026;113.8185
28.10.2021;15688.77;4596.42;28820.09;-0.141;0.084;1.582;132.673;1.16821;113.569
29.10.2021;15806.29;4605.38;28892.69;-0.108;0.097;1.561;131.753;1.15596;113.977
01.11.2021;15954.45;4613.67;29647.08;-0.1055;0.097;1.561;132.318;1.16021;114.046
02.11.2021;16029.65;4630.65;29520.9;-0.168;0.071;1.547;131.963;1.15791;113.966
04.11.2021;16054.36;4680.06;29794.37;-0.227;0.068;1.53;131.501;1.15531;113.823
05.11.2021;16046.52;4697.53;29611.57;-0.281;0.058;1.453;131.177;1.15672;113.404
08.11.2021;16040.47;4701.7;29507.05;-0.2445;0.057;1.492;131.215;1.15857;113.256
09.11.2021;16067.83;4685.25;29285.46;-0.2995;0.051;1.439;130.877;1.15924;112.8985
10.11.2021;16094.07;4646.71;29106.78;-0.2495;0.067;1.553;130.75;1.14797;113.8965
12.11.2021;16148.64;4682.85;29609.97;-0.2605;0.069;1.565;130.352;1.14464;113.881
15.11.2021;16247.86;4682.8;29776.8;-0.2295;0.07;1.618;129.736;1.13663;114.14
16.11.2021;16251.13;4700.9;29808.12;-0.2435;0.077;1.639;130.013;1.13217;114.8355
17.11.2021;16221.73;4688.67;29688.33;-0.248;0.069;1.587;129.207;1.1318;114.161
18.11.2021;16159.97;4704.54;29598.66;-0.277;0.077;1.587;129.929;1.13717;114.257
19.11.2021;16115.69;4697.96;29745.87;-0.344;0.074;1.55;128.683;1.12884;113.996
22.11.2021;15878.39;4682.94;29774.11;-0.3045;0.07;1.63;129.065;1.12379;114.8485
24.11.2021;15257.04;4701.46;29302.66;-0.23;0.083;1.641;129.286;1.12009;115.4255
26.11.2021;15280.86;4594.62;28751.62;-0.338;0.065;1.482;128.243;1.1324;113.2485
29.11.2021;15100.13;4655.27;28283.92;-0.319;0.068;1.502;128.286;1.12896;113.632
30.11.2021;15472.67;4567;27821.76;-0.351;0.051;1.448;128.34;1.13386;113.188
01.12.2021;15263.11;4513.04;27935.62;-0.345;0.057;1.405;127.704;1.13182;112.8305
02.12.2021;15169.98;4577.1;27753.37;-0.372;0.059;1.446;127.933;1.13012;113.2025
03.12.2021;15380.79;4538.43;28029.57;-0.389;0.049;1.346;127.538;1.13093;112.773
06.12.2021;15813.94;4591.67;27927.37;-0.393;0.038;1.438;128.062;1.12828;113.5015
07.12.2021;15687.09;4686.75;28455.6;-0.378;0.05;1.477;127.979;1.12686;113.571
08.12.2021;15639.26;4701.21;28860.62;-0.313;0.044;1.525;129.01;1.1342;113.7455
09.12.2021;15623.31;4667.45;28725.47;-0.356;0.043;1.502;128.145;1.1293;113.472
10.12.2021;15621.72;4712.02;28437.77;-0.348;0.042;1.487;128.36;1.13172;113.42
13.12.2021;15453.56;4668.97;28640.49;-0.3835;0.044;1.419;128.154;1.1283;113.582
14.12.2021;15476.35;4634.09;28432.64;-0.37;0.046;1.444;128.048;1.12573;113.7465
15.12.2021;15636.4;4709.85;28459.72;-0.3645;0.046;1.462;128.807;1.12941;114.0485
16.12.2021;15531.69;4668.67;29066.32;-0.353;0.038;1.419;128.855;1.1331;113.718
17.12.2021;15239.67;4620.64;28545.68;-0.383;0.042;1.406;127.815;1.12369;113.746
20.12.2021;15447.44;4568.02;27937.81;-0.371;0.035;1.428;128.166;1.12793;113.629
21.12.2021;15593.47;4649.23;28517.59;-0.309;0.05;1.462;128.693;1.12811;114.0785
22.12.2021;15756.31;4696.56;28562.21;-0.295;0.059;1.455;129.231;1.13242;114.1185
23.12.2021;15835.25;4725.79;28798.37;-0.253;0.059;1.493;129.646;1.13289;114.4385
27.12.2021;15963.7;4791.19;28676.46;-0.2455;0.058;1.479;130.125;1.13269;114.8805
28.12.2021;15852.25;4786.35;29069.16;-0.239;0.059;1.484;129.82;1.1307;114.814
29.12.2021;15884.86;4793.06;28906.88;-0.1875;0.055;1.553;130.493;1.13483;114.989
30.12.2021;16152.61;4778.73;28791.71;-0.183;0.064;1.512;130.303;1.13239;115.0695
04.01.2022;16271.75;4793.54;29301.79;-0.124;0.084;1.651;131.071;1.12853;116.143
05.01.2022;16052.03;4700.58;29332.16;-0.126;0.083;1.709;131.345;1.13104;116.1275
06.01.2022;15947.74;4696.05;28487.87;-0.0685;0.124;1.723;130.877;1.12967;115.8535
07.01.2022;15941.81;4677.03;28478.56;-0.0455;0.129;1.765;131.294;1.13613;115.562
11.01.2022;16010.32;4713.07;28222.48;-0.029;0.148;1.739;131.11;1.13688;115.324
12.01.2022;16031.59;4726.35;28765.66;-0.058;0.125;1.745;131.213;1.14411;114.685
13.01.2022;15883.24;4659.03;28489.13;-0.091;0.129;1.706;130.82;1.1457;114.184
14.01.2022;15772.56;4662.85;28124.28;-0.0465;0.15;1.791;130.345;1.14148;114.19
18.01.2022;15809.72;4577.11;28257.25;-0.0185;0.143;1.877;129.824;1.13278;114.606
19.01.2022;15912.33;4532.76;27467.23;-0.011;0.137;1.866;129.712;1.13424;114.361
20.01.2022;15603.88;4482.73;27772.93;-0.027;0.138;1.808;129.088;1.13125;114.111
21.01.2022;15011.13;4397.94;27522.26;-0.0655;0.129;1.77;128.898;1.13416;113.651
24.01.2022;15123.87;4410.13;27588.37;-0.1055;0.131;1.772;129.084;1.13263;113.968
25.01.2022;15459.39;4356.45;27131.34;-0.0795;0.132;1.776;128.693;1.13027;113.8595
26.01.2022;15524.27;4349.93;27011.33;-0.0765;0.134;1.867;128.909;1.12412;114.675
27.01.2022;15318.95;4326.51;26170.3;-0.062;0.155;1.799;128.524;1.11455;115.3145
28.01.2022;15471.2;4431.85;26717.34;-0.0485;0.164;1.777;128.5;1.11501;115.245
31.01.2022;15619.39;4515.55;27001.98;0.0085;0.172;1.78;129.299;1.12318;115.119
01.02.2022;15613.77;4546.54;27078.48;0.0335;0.177;1.795;129.276;1.12711;114.6965
02.02.2022;15368.47;4589.38;27533.6;0.0415;0.173;1.775;129.37;1.1304;114.446
03.02.2022;15099.56;4477.44;27241.31;0.138;0.173;1.832;131.522;1.14396;114.9715
04.02.2022;15206.64;4500.53;27439.99;0.2055;0.191;1.912;131.954;1.14551;115.192
07.02.2022;15242.38;4483.87;27248.87;0.2265;0.202;1.918;131.679;1.14418;115.0865
08.02.2022;15482.01;4521.54;27284.52;0.2625;0.203;1.965;131.933;1.14176;115.5525
09.02.2022;15490.44;4587.18;27579.87;0.21;0.203;1.943;131.979;1.14215;115.5525
10.02.2022;15113.97;4504.08;27696.08;0.279;0.23;2.033;132.619;1.1428;116.047
14.02.2022;15412.71;4401.67;27079.59;0.2805;0.213;1.987;130.621;1.13048;115.545
15.02.2022;15370.3;4471.07;26865.19;0.3055;0.214;2.045;131.321;1.13577;115.623
16.02.2022;15267.63;4475.01;27460.4;0.2745;0.213;2.038;131.359;1.13756;115.474
17.02.2022;15042.51;4380.26;27232.87;0.2275;0.215;1.965;130.615;1.1362;114.9585
18.02.2022;14693;4348.87;27122.07;0.187;0.206;1.927;130.333;1.1325;115.084
22.02.2022;14052.1;4304.76;26449.61;0.2385;0.191;1.941;130.327;1.13267;115.0615
24.02.2022;14567.23;4288.7;25970.82;0.1645;0.191;1.969;129.334;1.11967;115.511
25.02.2022;14461.02;4384.65;26476.5;0.2235;0.203;1.963;130.159;1.12659;115.533
28.02.2022;13904.85;4373.94;26526.82;0.129;0.178;1.818;129.036;1.12205;115.001
01.03.2022;14000.11;4306.26;26844.72;-0.0935;0.137;1.731;127.77;1.11195;114.9065
02.03.2022;13698.4;4386.54;26393.03;0.0195;0.149;1.885;128.45;1.11195;115.518
03.03.2022;13094.54;4363.49;26577.27;0.0135;0.174;1.842;127.782;1.10662;115.47
04.03.2022;12834.65;4328.87;25985.47;-0.0755;0.148;1.734;125.548;1.09349;114.814
07.03.2022;12831.51;4201.09;25221.41;-0.0185;0.139;1.772;125.19;1.08542;115.338
08.03.2022;13847.93;4170.7;24790.95;0.1085;0.161;1.846;126.103;1.09016;115.674
09.03.2022;13442.1;4277.88;24717.53;0.2135;0.158;1.95;128.267;1.10693;115.8765
10.03.2022;13628.11;4259.52;25690.4;0.2685;0.184;1.99;127.61;1.09881;116.135
11.03.2022;13929.11;4204.31;25162.78;0.2415;0.18;1.999;127.925;1.09104;117.251
14.03.2022;13917.27;4173.11;25307.85;0.3655;0.209;2.142;129.334;1.09348;118.277
15.03.2022;14440.74;4262.45;25346.48;0.3245;0.207;2.149;129.736;1.09649;118.319
16.03.2022;14388.06;4357.86;25762.01;0.3895;0.199;2.192;130.956;1.10183;118.853
17.03.2022;14413.09;4411.67;26652.89;0.3775;0.201;2.167;131.527;1.10938;118.558
18.03.2022;14473.2;4463.12;26827.43;0.3705;0.203;2.153;131.663;1.10498;119.1535
22.03.2022;14283.65;4511.61;27224.11;0.4995;0.213;2.381;133.698;1.10321;121.191
23.03.2022;14273.79;4456.24;28040.16;0.464;0.223;2.29;133.234;1.10023;121.096
24.03.2022;14305.76;4520.16;28110.39;0.5295;0.233;2.37;134.694;1.10056;122.387
25.03.2022;14417.37;4543.06;28149.84;0.5835;0.233;2.488;134.098;1.09835;122.091
28.03.2022;14820.33;4575.52;27943.89;0.5815;0.248;2.462;136.122;1.09869;123.894
29.03.2022;14606.05;4631.6;28252.42;0.632;0.245;2.396;136.254;1.10879;122.8845
30.03.2022;14414.75;4602.45;28027.25;0.6445;0.216;2.354;135.996;1.11585;121.8765
31.03.2022;14446.48;4530.41;27821.43;0.5455;0.208;2.342;134.674;1.10673;121.686
01.04.2022;14518.16;4545.86;27665.98;0.5605;0.217;2.391;135.376;1.10477;122.538
04.04.2022;14424.36;4582.64;27736.47;0.5025;0.206;2.397;134.746;1.09735;122.793
05.04.2022;14151.69;4525.12;27787.98;0.6115;0.203;2.554;134.807;1.09063;123.6045
06.04.2022;14078.15;4481.15;27350.3;0.6455;0.237;2.601;134.907;1.08979;123.792
07.04.2022;14283.67;4500.21;26888.57;0.6795;0.229;2.662;134.867;1.08794;123.9655
08.04.2022;14192.78;4488.28;26985.8;0.7045;0.224;2.708;135.268;1.08777;124.353
11.04.2022;14124.95;4412.53;26821.52;0.8155;0.236;2.784;136.491;1.08841;125.4035
12.04.2022;14076.44;4397.45;26334.98;0.7905;0.238;2.725;135.769;1.08284;125.383
13.04.2022;14163.85;4446.59;26843.49;0.764;0.236;2.703;136.877;1.089;125.6905
14.04.2022;14153.46;4392.59;27172;0.8395;0.234;2.828;136.368;1.08288;125.9305
19.04.2022;14362.03;4462.21;26985.09;0.911;0.242;2.94;139.126;1.079;128.9395
20.04.2022;14502.41;4459.45;27217.85;0.848;0.24;2.832;138.848;1.08499;127.972
21.04.2022;14142.09;4393.66;27553.06;0.9455;0.244;2.913;139.157;1.08366;128.414
22.04.2022;13924.17;4271.78;27105.26;0.9705;0.245;2.902;138.735;1.0793;128.542
25.04.2022;13756.4;4296.12;26590.78;0.8335;0.244;2.824;137.298;1.07135;128.1535
26.04.2022;13793.94;4175.2;26700.11;0.8135;0.22;2.724;135.356;1.06395;127.22
27.04.2022;13979.84;4183.96;26386.63;0.8015;0.241;2.83;135.623;1.05555;128.4855
28.04.2022;13939.07;4287.5;26847.9;0.8985;0.215;2.826;137.402;1.05;130.859
02.05.2022;13674.29;4155.38;26818.53;0.9635;0.224;2.987;136.826;1.05077;130.2145
06.05.2022;13380.67;4123.34;27003.56;1.1295;0.238;3.14;137.698;1.0548;130.545
09.05.2022;13534.74;3991.24;26319.34;1.092;0.235;3.032;137.649;1.05587;130.366
10.05.2022;13828.64;4001.05;26167.1;0.997;0.244;2.989;137.349;1.05299;130.438
11.05.2022;13739.64;3935.18;26213.64;0.981;0.243;2.927;136.668;1.05154;129.97
12.05.2022;14027.93;3930.08;25748.72;0.8355;0.24;2.852;133.324;1.03808;128.434
13.05.2022;13964.38;4023.89;26427.65;0.944;0.241;2.922;134.521;1.04017;129.326
16.05.2022;14185.94;4008.01;26547.05;0.936;0.238;2.888;134.715;1.04366;129.0795
17.05.2022;14007.76;4088.85;26659.75;1.0415;0.241;2.988;136.479;1.05499;129.3655
18.05.2022;13882.3;3923.68;26911.2;1.0275;0.238;2.888;134.259;1.0463;128.3185
19.05.2022;13981.91;3900.79;26402.84;0.947;0.236;2.842;135.211;1.05837;127.754
20.05.2022;14175.4;3901.36;26739.03;0.9405;0.234;2.785;134.984;1.05573;127.858
23.05.2022;13919.75;3973.75;27001.52;1.012;0.236;2.853;136.724;1.06897;127.9025
24.05.2022;14007.93;3941.48;26748.14;0.968;0.226;2.754;136.155;1.07332;126.8545
25.05.2022;14231.29;3978.73;26677.8;0.9475;0.204;2.749;135.923;1.06812;127.2545
26.05.2022;14462.19;4057.84;26604.84;1;0.239;2.752;136.423;1.07317;127.1215
27.05.2022;14388.35;4158.24;26781.68;0.9595;0.221;2.743;136.456;1.07336;127.13
31.05.2022;14340.47;4132.15;27279.8;1.122;0.236;2.848;138.136;1.07331;128.7015
01.06.2022;14485.17;4101.23;27457.89;1.1855;0.231;2.911;138.642;1.06527;130.148
02.06.2022;14460.09;4176.82;27413.88;1.2345;0.237;2.911;139.585;1.07479;129.872
03.06.2022;14653.81;4108.54;27761.57;1.2725;0.231;2.941;140.283;1.07207;130.853
06.06.2022;14556.62;4121.43;27915.89;1.3155;0.238;3.047;141.076;1.06949;131.91
07.06.2022;14445.99;4160.68;27943.95;1.288;0.244;2.977;142.002;1.07059;132.639
08.06.2022;14198.8;4115.77;28234.29;1.352;0.243;3.025;143.863;1.07172;134.236
09.06.2022;13761.83;4017.82;28246.53;1.426;0.255;3.046;142.713;1.06187;134.398
10.06.2022;13427.03;3900.86;27824.29;1.515;0.249;3.163;141.353;1.05188;134.382
13.06.2022;13304.39;3749.63;26987.44;1.631;0.25;3.366;139.918;1.04091;134.4195
14.06.2022;13485.29;3735.48;26629.86;1.752;0.25;3.473;141.201;1.04157;135.566
15.06.2022;13038.49;3789.99;26326.16;1.6385;0.227;3.29;139.83;1.04468;133.85
16.06.2022;13126.26;3666.77;26431.2;1.7095;0.25;3.201;139.68;1.0556;132.323
17.06.2022;13292.4;3674.84;25963;1.658;0.225;3.231;141.642;1.04939;134.976
21.06.2022;13144.28;3764.79;26246.31;1.7675;0.232;3.279;143.992;1.05356;136.672
22.06.2022;12912.59;3759.89;26149.55;1.634;0.235;3.162;143.853;1.05649;136.162
23.06.2022;13118.13;3795.73;26171.25;1.4245;0.223;3.093;141.997;1.05224;134.9475
24.06.2022;13186.07;3911.74;26491.97;1.4375;0.214;3.136;142.76;1.0559;135.203
27.06.2022;13231.82;3900.11;26871.27;1.544;0.23;3.202;143.374;1.0585;135.451
28.06.2022;13003.35;3821.55;27049.47;1.622;0.227;3.177;143.246;1.05221;136.1385
29.06.2022;12783.77;3818.83;26804.6;1.516;0.227;3.089;142.595;1.04417;136.5635
30.06.2022;12813.03;3785.38;26393.04;1.3345;0.224;3.015;142.27;1.04807;135.745
01.07.2022;12401.2;3825.33;25935.62;1.2305;0.21;2.889;141.103;1.04291;135.298
05.07.2022;12594.52;3831.39;26423.47;1.172;0.209;2.807;139.449;1.02655;135.8425
06.07.2022;12843.22;3845.08;26107.65;1.155;0.246;2.932;138.428;1.01839;135.929
07.07.2022;13015.23;3902.62;26490.53;1.308;0.252;3;138.234;1.01625;136.024
08.07.2022;12832.44;3899.38;26517.19;1.344;0.239;3.084;138.486;1.01782;136.062
11.07.2022;12905.48;3854.43;26812.3;1.245;0.239;2.998;137.959;1.00381;137.436
12.07.2022;12756.32;3818.8;26336.66;1.1295;0.229;2.971;137.354;1.00355;136.869
13.07.2022;12519.66;3801.78;26478.77;1.141;0.228;2.935;138.195;1.00568;137.4145
14.07.2022;12864.72;3790.38;26643.39;1.1715;0.227;2.961;139.247;1.00189;138.985
15.07.2022;13308.41;3863.16;26788.47;1.131;0.224;2.93;139.667;1.00824;138.526
19.07.2022;13281.98;3936.69;26961.68;1.271;0.239;3.026;141.338;1.02283;138.184
20.07.2022;13246.64;3959.9;27680.26;1.2535;0.236;3.025;140.73;1.01796;138.2475
21.07.2022;13253.68;3998.95;27803;1.2205;0.233;2.877;140.516;1.0228;137.384
22.07.2022;13210.32;3961.63;27914.66;1.0365;0.207;2.75;138.87;1.02115;135.994
25.07.2022;13096.93;3966.84;27699.25;1.0195;0.2;2.805;139.685;1.02212;136.662
26.07.2022;13166.38;3921.05;27655.21;0.922;0.2;2.809;138.546;1.01191;136.916
27.07.2022;13282.11;4023.61;27715.75;0.942;0.199;2.779;139.325;1.02011;136.579
28.07.2022;13484.05;4072.43;27815.48;0.824;0.198;2.671;136.95;1.01955;134.324
29.07.2022;13479.63;4130.29;27801.64;0.811;0.179;2.658;136.305;1.02209;133.36
01.08.2022;13449.2;4118.63;27993.35;0.7755;0.181;2.582;135.071;1.02589;131.663
02.08.2022;13587.56;4091.19;27594.73;0.8145;0.168;2.743;135.372;1.01645;133.1815
03.08.2022;13662.68;4155.17;27741.9;0.8715;0.181;2.706;136.112;1.01697;133.8415
04.08.2022;13573.93;4151.94;27932.2;0.7995;0.171;2.694;136.291;1.0246;133.0195
05.08.2022;13687.69;4145.19;28175.87;0.9535;0.162;2.827;137.457;1.01784;135.048
08.08.2022;13534.97;4140.06;28249.24;0.893;0.167;2.754;137.615;1.01942;134.9935
